,County,Total_Population,Male_Population,Female_Population,Total_currently_attending_title,Male_currently_attending_title,Female_currently_attending_title,Total_currently_attending_County_Sub_County,Male_currently_attending_County_Sub_County,Female_currently_attending_County_Sub_County,Total_currently_attending_County_Sub_County_original,Male_currently_attending_County_Sub_County_original,Female_currently_attending_County_Sub_County_original,Total_currently_attending_Total_astrsk,Male_currently_attending_Total_astrsk,Female_currently_attending_Total_astrsk,Total_currently_attending_Pre_Primary,Male_currently_attending_Pre_Primary,Female_currently_attending_Pre_Primary,Total_currently_attending_Primary,Male_currently_attending_Primary,Female_currently_attending_Primary,Total_currently_attending_Secondary,Male_currently_attending_Secondary,Female_currently_attending_Secondary,Total_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Male_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Female_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Total_currently_attending_University,Male_currently_attending_University,Female_currently_attending_University,Total_currently_attending_Adult_Basic_Education,Male_currently_attending_Adult_Basic_Education,Female_currently_attending_Adult_Basic_Education,Total_currently_attending_Madrasa_slash_Duksi,Male_currently_attending_Madrasa_slash_Duksi,Female_currently_attending_Madrasa_slash_Duksi,Total_currently_attending_Dont_Know,Male_currently_attending_Dont_Know,Female_currently_attending_Dont_Know,Total_currently_attending_Not_Stated,Male_currently_attending_Not_Stated,Female_currently_attending_Not_Stated,Total_highest_edu_title,Male_highest_edu_title,Female_highest_edu_title,Total_highest_edu_County_slash_Sub_County,Male_highest_edu_County_slash_Sub_County,Female_highest_edu_County_slash_Sub_County,Total_highest_edu_Total_astrsk,Male_highest_edu_Total_astrsk,Female_highest_edu_Total_astrsk,Total_highest_edu_Pre_Primary,Male_highest_edu_Pre_Primary,Female_highest_edu_Pre_Primary,Total_highest_edu_Primary,Male_highest_edu_Primary,Female_highest_edu_Primary,Total_highest_edu_Secondary,Male_highest_edu_Secondary,Female_highest_edu_Secondary,Total_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Male_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Female_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Total_highest_edu_University,Male_highest_edu_University,Female_highest_edu_University,Total_highest_edu_Adult_Basic_Education,Male_highest_edu_Adult_Basic_Education,Female_highest_edu_Adult_Basic_Education,Total_highest_edu_Madrasa_slash_Duksi,Male_highest_edu_Madrasa_slash_Duksi,Female_highest_edu_Madrasa_slash_Duksi,Total_highest_edu_None,Male_highest_edu_None,Female_highest_edu_None,Total_highest_edu_Dont_Know,Male_highest_edu_Dont_Know,Female_highest_edu_Dont_Know,Total_highest_edu_Not_Stated,Male_highest_edu_Not_Stated,Female_highest_edu_Not_Stated
43,ELDAS,"14,237","7,706","6,531",ELDAS,ELDAS,ELDAS,Total,Male,Female,ELDAS,Male,Female,"14,237","7,706","6,531","1,812",873,939,"8,662","4,508","4,154","2,530","1,620",910,279,180,99,86,62,24,66,40,26,756,398,358,46,25,21,-,-,-,ELDAS,ELDAS,ELDAS,ELDAS,Male,Female,"15,538","8,477","7,061",963,458,505,"8,956","4,737","4,219","2,304","1,519",785,379,266,113,88,65,23,64,39,25,6,2,4,"2,466","1,213","1,253",,,,221,116,105
44,HABASWEIN,"35,144","20,991","14,153",HABASWEIN,HABASWEIN,HABASWEIN,Total,Male,Female,HABASWEIN,Male,Female,"35,144","20,991","14,153","3,152","1,676","1,476","18,648","10,928","7,720","7,065","4,512","2,553",929,622,307,266,206,60,168,95,73,"4,779","2,865","1,914",137,87,50,-,-,-,HABASWEIN,HABASWEIN,HABASWEIN,HABASWEIN,Male,Female,"39,532","23,862","15,670","2,111","1,162",949,"19,814","11,710","8,104","7,254","4,730","2,524","1,418","1,015",403,438,360,78,80,42,38,13,8,5,"6,966","3,941","3,025",,,,"1,310",803,507
45,TARBAJ,"6,525","3,311","3,213",TARBAJ,TARBAJ,TARBAJ,Total,Male,Female,TARBAJ,Male,Female,"6,525","3,311","3,213",715,325,390,"4,163","2,040","2,122","1,351",756,595,131,96,35,36,26,10,19,10,9,104,55,49,6,3,3,-,-,-,TARBAJ,TARBAJ,TARBAJ,TARBAJ,Male,Female,"7,220","3,749","3,470",448,213,235,"4,376","2,162","2,213","1,284",789,495,162,128,34,52,38,14,17,8,9,1,-,1,827,389,438,,,,48,20,28
46,WAJIR EAST,"25,940","14,536","11,403",WAJIR EAST,WAJIR EAST,WAJIR EAST,Total,Male,Female,WAJIR EAST,Male,Female,"25,940","14,536","11,403","2,628","1,357","1,271","15,285","8,284","7,001","5,936","3,576","2,360",901,564,337,479,370,108,55,34,21,579,302,277,77,49,28,-,-,-,WAJIR EAST,WAJIR EAST,WAJIR EAST,WAJIR EAST,Male,Female,"33,348","19,381","13,966","1,686",921,765,"16,970","9,277","7,693","7,974","5,030","2,944","1,994","1,357",637,997,792,204,57,35,22,12,8,4,"2,870","1,485","1,385",,,,555,318,237
47,WAJIR NORTH,"9,690","5,301","4,389",WAJIR NORTH,WAJIR NORTH,WAJIR NORTH,Total,Male,Female,WAJIR NORTH,Male,Female,"9,690","5,301","4,389","1,559",765,794,"6,111","3,252","2,859","1,482",928,554,197,139,58,133,109,24,28,20,8,169,81,88,11,7,4,-,-,-,WAJIR NORTH,WAJIR NORTH,WAJIR NORTH,WAJIR NORTH,Male,Female,"10,871","6,104","4,767",831,428,403,"5,946","3,212","2,734","1,709","1,134",575,384,277,107,157,134,23,27,20,7,-,-,-,"1,682",819,863,121,69,52,14,11,3
48,WAJIR SOUTH,"15,891","9,675","6,215",WAJIR SOUTH,WAJIR SOUTH,WAJIR SOUTH,Total,Male,Female,WAJIR SOUTH,Male,Female,"15,891","9,675","6,215","2,328","1,283","1,044","10,287","6,183","4,104","2,698","1,821",877,309,207,102,71,56,15,74,46,28,85,53,32,39,26,13,-,-,-,WAJIR SOUTH,WAJIR SOUTH,WAJIR SOUTH,WAJIR SOUTH,Male,Female,"17,774","10,950","6,823","1,240",719,521,"10,338","6,268","4,070","2,910","2,013",897,452,327,125,106,87,19,74,45,29,4,3,1,"2,552","1,425","1,126",41,26,15,57,37,20
49,WAJIR WEST,"19,103","10,707","8,395",WAJIR WEST,WAJIR WEST,WAJIR WEST,Total,Male,Female,WAJIR WEST,Male,Female,"19,103","10,707","8,395","2,084","1,035","1,049","11,558","6,275","5,283","3,841","2,428","1,412",353,234,119,151,98,53,54,29,25,"1,005",567,438,57,41,16,-,-,-,WAJIR WEST,WAJIR WEST,WAJIR WEST,WAJIR WEST,Male,Female,"20,935","11,959","8,975","1,826",961,865,"11,476","6,381","5,094","3,419","2,258","1,161",584,413,171,223,152,71,53,28,25,2,1,1,"2,966","1,521","1,445",319,194,125,67,50,17
50,MANDERA,"168,647","90,664","77,980",MANDERA,MANDERA,MANDERA,Total,Male,Female,MANDERA,Male,Female,"168,647","90,664","77,980","19,891","9,454","10,437","103,594","54,328","49,264","30,687","18,779","11,907","3,154","2,111","1,043","1,185",907,278,575,307,268,"8,826","4,423","4,403",734,354,380,1,1,-,MANDERA,MANDERA,MANDERA,MANDERA,Male,Female,"197,490","109,059","88,428","14,953","7,518","7,435","106,776","57,003","49,771","35,659","22,983","12,675","5,592","3,948","1,644","2,183","1,765",418,536,280,256,64,34,30,"26,231","12,669","13,562","4,298","2,193","2,105","1,198",666,532
51,MANDERA WEST,"22,717","11,917","10,800",MANDERA WEST,MANDERA WEST,MANDERA WEST,Total,Male,Female,MANDERA WEST,Male,Female,"22,717","11,917","10,800","4,088","1,901","2,187","14,151","7,309","6,842","3,366","2,053","1,313",311,220,91,103,79,24,61,31,30,603,308,295,34,16,18,-,-,-,MANDERA WEST,MANDERA WEST,MANDERA WEST,MANDERA WEST,Male,Female,"24,818","13,284","11,534","1,905",968,937,"13,844","7,258","6,586","3,387","2,170","1,217",481,352,129,175,152,23,55,28,27,6,4,2,"4,653","2,200","2,453",244,119,125,68,33,35
52,BANISA,"20,564","11,647","8,916",BANISA,BANISA,BANISA,Total,Male,Female,BANISA,Male,Female,"20,564","11,647","8,916","3,279","1,659","1,620","12,661","7,048","5,612","3,060","2,030","1,030",317,213,104,74,60,14,147,70,77,852,485,367,174,82,92,-,-,-,BANISA,BANISA,BANISA,BANISA,Male,Female,"22,704","13,086","9,617","2,524","1,330","1,194","11,774","6,734","5,039","3,007","2,042",965,604,439,165,116,96,20,142,69,73,3,2,1,"4,136","2,132","2,004",273,168,105,125,74,51
53,KOTULO,"16,578","8,797","7,780",KOTULO,KOTULO,KOTULO,Total,Male,Female,KOTULO,Male,Female,"16,578","8,797","7,780","1,848",832,"1,016","10,175","5,198","4,976","3,047","1,924","1,123",370,273,97,133,99,34,36,21,15,916,421,495,53,29,24,-,-,-,KOTULO,KOTULO,KOTULO,KOTULO,Male,Female,"18,807","10,129","8,677","1,356",646,710,"10,283","5,347","4,935","3,284","2,122","1,162",567,413,154,170,137,33,29,15,14,8,3,5,"2,577","1,189","1,388",463,220,243,70,37,33
54,LAFEY,"12,181","6,112","6,069",LAFEY,LAFEY,LAFEY,Total,Male,Female,LAFEY,Male,Female,"12,181","6,112","6,069","1,156",525,631,"6,628","3,171","3,457","2,694","1,497","1,197",221,142,79,115,80,35,102,63,39,"1,201",607,594,64,27,37,-,-,-,LAFEY,LAFEY,LAFEY,LAFEY,Male,Female,"13,505","6,945","6,560",963,463,500,"6,781","3,288","3,493","2,819","1,679","1,140",264,181,83,88,62,26,94,58,36,18,10,8,"1,768",816,952,556,307,249,154,81,73
55,MANDERA CENTRAL,"34,878","16,936","17,941",MANDERA CENTRAL,MANDERA CENTRAL,MANDERA CENTRAL,Total,Male,Female,MANDERA CENTRAL,Male,Female,"34,878","16,936","17,941","3,593","1,494","2,099","20,996","9,888","11,108","6,353","3,577","2,775",694,434,260,157,124,33,82,42,40,"2,796","1,284","1,512",206,92,114,1,1,-,MANDERA CENTRAL,MANDERA CENTRAL,MANDERA CENTRAL,MANDERA CENTRAL,Male,Female,"40,307","20,137","20,169","3,147","1,394","1,753","21,812","10,487","11,325","6,711","4,063","2,647","1,067",741,326,283,228,55,80,39,41,14,8,6,"5,223","2,239","2,984","1,530",707,823,440,231,209
56,MANDERA EAST,"36,560","20,910","15,650",MANDERA EAST,MANDERA EAST,MANDERA EAST,Total,Male,Female,MANDERA EAST,Male,Female,"36,560","20,910","15,650","3,065","1,592","1,473","22,161","12,244","9,917","7,846","4,990","2,856",904,588,316,504,381,123,77,49,28,"1,873",996,877,130,70,60,-,-,-,MANDERA EAST,MANDERA EAST,MANDERA EAST,MANDERA EAST,Male,Female,"48,557","28,744","19,813","3,180","1,696","1,484","25,040","14,063","10,977","11,445","7,672","3,773","1,943","1,322",621,"1,123",896,227,75,45,30,8,4,4,"4,534","2,387","2,147",972,511,461,237,148,89
57,MANDERA NORTH,"25,169","14,345","10,824",MANDERA NORTH,MANDERA NORTH,MANDERA NORTH,Total,Male,Female,MANDERA NORTH,Male,Female,"25,169","14,345","10,824","2,862","1,451","1,411","16,822","9,470","7,352","4,321","2,708","1,613",337,241,96,99,84,15,70,31,39,585,322,263,73,38,35,-,-,-,MANDERA NORTH,MANDERA NORTH,MANDERA NORTH,MANDERA NORTH,Male,Female,"28,792","16,734","12,058","1,878","1,021",857,"17,242","9,826","7,416","5,006","3,235","1,771",666,500,166,228,194,34,61,26,35,7,3,4,"3,340","1,706","1,634",260,161,99,104,62,42
58,MARSABIT,"108,132","55,636","52,492",MARSABIT,MARSABIT,MARSABIT,Total,Male,Female,MARSABIT,Male,Female,"108,132","55,636","52,492","20,071","10,004","10,067","66,742","33,476","33,263","16,410","9,281","7,128","2,229","1,239",990,"1,690","1,115",575,171,95,76,631,314,317,188,112,76,-,-,-,MARSABIT,MARSABIT,MARSABIT,MARSABIT,Male,Female,"146,569","78,922","67,643","11,626","5,840","5,785","76,626","39,419","37,205","26,097","16,022","10,074","6,340","3,746","2,594","3,746","2,744","1,002",153,93,60,9,4,5,"20,702","10,336","10,366",860,490,370,410,228,182
59,LOIYANGALANI,"6,673","3,177","3,495",LOIYANGALANI,LOIYANGALANI,LOIYANGALANI,Total,Male,Female,LOIYANGALANI,Male,Female,"6,673","3,177","3,495","1,351",612,739,"4,170","1,869","2,300",924,533,391,125,87,38,75,62,13,14,6,8,-,-,-,14,8,6,-,-,-,LOIYANGALANI,LOIYANGALANI,LOIYANGALANI,LOIYANGALANI,Male,Female,"8,271","4,155","4,115",785,349,435,"4,396","2,047","2,349","1,207",777,430,328,220,108,141,118,23,13,5,8,-,-,-,"1,374",623,751,13,2,171,3,9,56
60,MARSABIT CENTRAL,"27,959","14,078","13,879",MARSABIT CENTRAL,MARSABIT CENTRAL,MARSABIT CENTRAL,Total,Male,Female,MARSABIT CENTRAL,Male,Female,"27,959","14,078","13,879","4,809","2,422","2,387","16,940","8,355","8,584","4,728","2,484","2,243",700,342,358,662,413,249,28,15,13,15,5,10,77,42,35,-,-,-,MARSABIT CENTRAL,MARSABIT CENTRAL,MARSABIT CENTRAL,MARSABIT CENTRAL,Male,Female,"43,011","22,802","20,207","3,226","1,650","1,576","21,631","11,006","10,624","8,704","4,967","3,736","2,472","1,286","1,186","1,798","1,254",544,26,14,12,5,3,2,"4,922","2,488","2,434",103,68,25,31,25,28
61,MARSABIT NORTH,"10,319","5,133","5,186",MARSABIT NORTH,MARSABIT NORTH,MARSABIT NORTH,Total,Male,Female,MARSABIT NORTH,Male,Female,"10,319","5,133","5,186","1,795",883,912,"6,431","3,040","3,391","1,607",907,700,256,132,124,176,135,41,22,12,10,18,14,4,14,10,4,-,-,-,MARSABIT NORTH,MARSABIT NORTH,MARSABIT NORTH,MARSABIT NORTH,Male,Female,"12,276","6,375","5,901","1,450",720,730,"6,346","3,091","3,255","1,813","1,096",717,499,306,193,240,198,42,22,12,10,-,-,-,"1,853",913,940,16,9,47,23,5,29
62,MARSABIT SOUTH,"11,620","5,659","5,961",MARSABIT SOUTH,MARSABIT SOUTH,MARSABIT SOUTH,Total,Male,Female,MARSABIT SOUTH,Male,Female,"11,620","5,659","5,961","2,390","1,085","1,305","7,043","3,249","3,794","1,707","1,006",701,281,190,91,153,113,40,32,8,24,-,-,-,14,8,6,-,-,-,MARSABIT SOUTH,MARSABIT SOUTH,MARSABIT SOUTH,MARSABIT SOUTH,Male,Female,"14,999","7,702","7,297","1,033",500,533,"7,758","3,605","4,153","2,646","1,708",938,688,459,229,357,285,72,18,8,10,-,-,-,"2,423","1,098","1,325",21,26,542,18,11,54
63,MOYALE,"32,258","17,428","14,830",MOYALE,MOYALE,MOYALE,Total,Male,Female,MOYALE,Male,Female,"32,258","17,428","14,830","5,902","3,072","2,830","20,081","10,738","9,343","4,708","2,770","1,938",463,244,219,440,266,174,29,18,11,593,292,301,42,28,14,-,-,-,MOYALE,MOYALE,MOYALE,MOYALE,Male,Female,"43,034","24,024","19,010","3,167","1,620","1,547","23,378","12,705","10,673","7,477","4,726","2,751","1,340",799,541,837,597,240,27,17,10,4,1,3,"6,208","3,228","2,980",294,248,33,37,17,196
64,NORTH HORR,"6,587","3,481","3,105",NORTH HORR,NORTH HORR,NORTH HORR,Total,Male,Female,NORTH HORR,Male,Female,"6,587","3,481","3,105","1,253",633,620,"3,841","1,991","1,849","1,102",622,480,259,151,108,99,62,37,17,14,3,1,-,1,15,8,7,-,-,-,NORTH HORR,NORTH HORR,NORTH HORR,NORTH HORR,Male,Female,"8,597","4,886","3,710",708,357,351,"4,092","2,238","1,853","1,608","1,054",554,485,321,164,161,121,40,18,15,3,-,-,-,"1,296",658,638,24,9,27,98,98,35
65,SOLOLO,"12,716","6,680","6,036",SOLOLO,SOLOLO,SOLOLO,Total,Male,Female,SOLOLO,Male,Female,"12,716","6,680","6,036","2,571","1,297","1,274","8,236","4,234","4,002","1,634",959,675,145,93,52,85,64,21,29,22,7,4,3,1,12,8,4,-,-,-,SOLOLO,SOLOLO,SOLOLO,SOLOLO,Male,Female,"16,381","8,978","7,403","1,257",644,613,"9,025","4,727","4,298","2,642","1,694",948,528,355,173,212,171,41,29,22,7,-,-,-,"2,626","1,328","1,298",19,8,721,18,17,140
66,ISIOLO,"79,881","40,960","38,920",ISIOLO,ISIOLO,ISIOLO,Total,Male,Female,ISIOLO,Male,Female,"79,881","40,960","38,920","16,843","8,576","8,266","46,541","23,387","23,154","12,570","6,792","5,778","1,625",801,824,"1,152",721,431,86,45,41,957,577,380,107,61,46,-,-,-,ISIOLO,ISIOLO,ISIOLO,ISIOLO,Male,Female,"129,220","68,403","60,816","6,956","3,509","3,447","64,634","32,520","32,114","28,532","16,689","11,843","7,110","3,746","3,364","3,378","2,313","1,065",79,45,34,11,5,6,"17,659","9,030","8,628",461,260,341,85,55,39
67,GARBATULLA,"25,147","13,233","11,914",GARBATULLA,GARBATULLA,GARBATULLA,Total,Male,Female,GARBATULLA,Male,Female,"25,147","13,233","11,914","4,699","2,392","2,307","15,813","8,109","7,704","3,456","2,054","1,402",278,153,125,134,101,33,41,24,17,695,383,312,31,17,14,-,-,-,GARBATULLA,GARBATULLA,GARBATULLA,GARBATULLA,Male,Female,"34,291","18,837","15,454","2,345","1,197","1,148","19,014","10,015","8,999","6,124","3,893","2,231",786,507,279,336,261,75,42,24,18,3,1,2,"5,261","2,701","2,560",214,127,284,24,15,76
68,MERTI,"13,212","6,570","6,641",MERTI,MERTI,MERTI,Total,Male,Female,MERTI,Male,Female,"13,212","6,570","6,641","3,078","1,545","1,532","7,842","3,696","4,146","1,855","1,030",825,204,114,90,94,71,23,4,2,2,118,99,19,17,13,4,-,-,-,MERTI,MERTI,MERTI,MERTI,Male,Female,"17,772","9,329","8,442","1,056",505,551,"9,703","4,737","4,966","2,957","1,845","1,112",587,399,188,173,144,29,4,2,2,1,1,-,"3,170","1,603","1,566",76,20,"3,914",17,8,"2,090"
69,MERU,"554,475","277,202","277,259",MERU,MERU,MERU,Total,Male,Female,MERU,Male,Female,"554,475","277,202","277,259","96,507","49,445","47,061","324,028","163,464","160,555","108,293","51,059","57,232","12,925","5,969","6,956","10,663","6,203","4,459",672,344,327,9,4,5,"1,378",714,664,-,-,-,MERU,MERU,MERU,MERU,Male,Female,"1,216,440","610,726","605,685","71,556","37,142","34,413","692,007","348,390","343,598","249,032","121,371","127,656","69,276","32,703","36,573","27,083","15,737","11,345",590,312,277,4,2,2,"100,888","51,756","49,131","2,124","1,789",225,"1,189",901,94
70,BUURI EAST,"25,158","12,796","12,362",BUURI EAST,BUURI EAST,BUURI EAST,Total,Male,Female,BUURI EAST,Male,Female,"25,158","12,796","12,362","3,766","1,954","1,812","14,067","7,238","6,829","5,867","2,883","2,984",826,383,443,548,296,252,26,6,20,1,-,1,57,36,21,-,-,-,BUURI EAST,BUURI EAST,BUURI EAST,BUURI EAST,Male,Female,"64,905","32,790","32,115","2,983","1,557","1,426","36,269","18,653","17,616","15,698","7,521","8,177","4,393","2,119","2,274","1,346",761,585,19,7,12,2,-,2,"3,876","2,009","1,867",110,115,157,53,41,53
71,BUURI WEST,"26,396","13,326","13,070",BUURI WEST,BUURI WEST,BUURI WEST,Total,Male,Female,BUURI WEST,Male,Female,"26,396","13,326","13,070","4,333","2,188","2,145","14,835","7,618","7,217","6,027","2,896","3,131",639,317,322,471,263,208,41,14,27,2,2,-,48,28,20,-,-,-,BUURI WEST,BUURI WEST,BUURI WEST,BUURI WEST,Male,Female,"68,643","34,638","34,003","3,032","1,582","1,450","37,450","19,099","18,349","18,627","9,136","9,491","3,664","1,778","1,886","1,228",694,534,21,12,9,1,1,-,"4,410","2,229","2,181",69,88,432,38,15,281
72,IGEMBE CENTRAL,"84,771","42,142","42,628",IGEMBE CENTRAL,IGEMBE CENTRAL,IGEMBE CENTRAL,Total,Male,Female,IGEMBE CENTRAL,Male,Female,"84,771","42,142","42,628","16,877","8,610","8,267","51,372","25,847","25,525","14,098","6,463","7,635","1,136",499,637,960,559,400,123,66,57,-,-,-,205,98,107,-,-,-,IGEMBE CENTRAL,IGEMBE CENTRAL,IGEMBE CENTRAL,IGEMBE CENTRAL,Male,Female,"159,847","80,629","79,215","12,820","6,682","6,138","98,742","49,833","48,907","22,996","11,276","11,720","4,980","2,267","2,713","1,806","1,072",733,114,62,52,-,-,-,"17,676","9,036","8,640",234,198,512,167,114,224
73,IGEMBE NORTH,"66,151","32,652","33,496",IGEMBE NORTH,IGEMBE NORTH,IGEMBE NORTH,Total,Male,Female,IGEMBE NORTH,Male,Female,"66,151","32,652","33,496","11,634","5,993","5,641","41,869","20,823","21,044","10,712","4,875","5,836",934,374,560,665,417,248,114,62,52,1,-,1,222,108,114,-,-,-,IGEMBE NORTH,IGEMBE NORTH,IGEMBE NORTH,IGEMBE NORTH,Male,Female,"113,067","56,380","56,684","8,870","4,611","4,259","68,825","34,172","34,652","16,826","8,111","8,714","3,994","1,796","2,198","1,394",884,510,113,60,53,-,-,-,"12,309","6,366","5,943",259,252,300,121,103,486
74,IGEMBE SOUTH,"56,443","27,641","28,799",IGEMBE SOUTH,IGEMBE SOUTH,IGEMBE SOUTH,Total,Male,Female,IGEMBE SOUTH,Male,Female,"56,443","27,641","28,799","12,019","6,191","5,828","33,464","16,486","16,975","8,998","3,986","5,012",933,401,532,743,433,310,124,70,54,-,-,-,162,74,88,-,-,-,IGEMBE SOUTH,IGEMBE SOUTH,IGEMBE SOUTH,IGEMBE SOUTH,Male,Female,"120,462","59,789","60,668","8,352","4,392","3,960","71,398","35,274","36,119","19,683","9,391","10,292","5,437","2,446","2,991","2,100","1,280",820,122,70,52,-,-,-,"12,584","6,495","6,089",168,132,501,273,213,165
75,IMENTI NORTH,"55,511","27,661","27,849",IMENTI NORTH,IMENTI NORTH,IMENTI NORTH,Total,Male,Female,IMENTI NORTH,Male,Female,"55,511","27,661","27,849","9,767","4,957","4,809","28,168","14,211","13,957","12,046","5,747","6,299","2,942","1,352","1,590","2,417","1,309","1,108",35,18,17,1,1,-,135,66,69,-,-,-,IMENTI NORTH,IMENTI NORTH,IMENTI NORTH,IMENTI NORTH,Male,Female,"151,474","75,696","75,774","5,082","2,601","2,481","70,732","36,043","34,687","41,880","20,320","21,559","15,816","7,194","8,622","7,275","4,083","3,192",20,6,14,1,1,-,"10,002","5,069","4,932",284,217,519,95,70,162
76,IMENTI SOUTH,"67,801","34,365","33,434",IMENTI SOUTH,IMENTI SOUTH,IMENTI SOUTH,Total,Male,Female,IMENTI SOUTH,Male,Female,"67,801","34,365","33,434","11,231","5,810","5,421","36,451","18,610","17,840","16,220","7,981","8,239","2,066","1,001","1,065","1,659",873,786,37,18,18,1,-,1,136,72,64,-,-,-,IMENTI SOUTH,IMENTI SOUTH,IMENTI SOUTH,IMENTI SOUTH,Male,Female,"176,990","89,508","87,477","9,301","4,845","4,456","90,648","46,488","44,156","46,252","22,573","23,679","13,131","6,281","6,850","5,213","2,886","2,327",32,16,15,-,-,-,"11,732","6,069","5,663",258,261,429,92,70,170
77,MERU CENTRAL,"44,995","22,798","22,197",MERU CENTRAL,MERU CENTRAL,MERU CENTRAL,Total,Male,Female,MERU CENTRAL,Male,Female,"44,995","22,798","22,197","7,648","3,896","3,752","24,982","12,846","12,136","9,982","4,813","5,169","1,292",638,654,936,525,411,60,30,30,1,-,1,94,50,44,-,-,-,MERU CENTRAL,MERU CENTRAL,MERU CENTRAL,MERU CENTRAL,Male,Female,"113,818","58,082","55,733","4,560","2,433","2,127","63,944","33,156","30,787","26,563","12,926","13,635","7,786","3,825","3,961","2,418","1,367","1,051",52,28,24,-,-,-,"7,896","4,014","3,882",238,191,256,95,75,91
78,TIGANIA CENTRAL,"41,347","20,788","20,559",TIGANIA CENTRAL,TIGANIA CENTRAL,TIGANIA CENTRAL,Total,Male,Female,TIGANIA CENTRAL,Male,Female,"41,347","20,788","20,559","6,493","3,292","3,201","26,617","13,514","13,103","6,973","3,292","3,681",584,265,319,526,346,180,53,32,21,-,-,-,101,47,54,-,-,-,TIGANIA CENTRAL,TIGANIA CENTRAL,TIGANIA CENTRAL,TIGANIA CENTRAL,Male,Female,"81,247","40,888","40,359","6,727","3,405","3,322","51,061","25,529","25,532","11,861","5,910","5,951","2,900","1,430","1,470","1,287",815,472,49,29,20,-,-,-,"7,015","3,567","3,448",149,107,161,54,37,151
79,TIGANIA EAST,"29,551","14,531","15,018",TIGANIA EAST,TIGANIA EAST,TIGANIA EAST,Total,Male,Female,TIGANIA EAST,Male,Female,"29,551","14,531","15,018","4,624","2,358","2,266","18,546","9,168","9,376","5,372","2,468","2,904",503,224,279,412,256,156,19,11,8,-,-,-,75,46,29,-,-,-,TIGANIA EAST,TIGANIA EAST,TIGANIA EAST,TIGANIA EAST,Male,Female,"52,912","26,146","26,764","2,882","1,475","1,406","32,595","15,789","16,805","8,916","4,437","4,479","2,298","1,123","1,175","1,102",702,400,16,8,8,-,-,-,"4,791","2,440","2,351",93,68,419,79,72,213
80,TIGANIA WEST,"56,289","28,468","27,819",TIGANIA WEST,TIGANIA WEST,TIGANIA WEST,Total,Male,Female,TIGANIA WEST,Male,Female,"56,289","28,468","27,819","8,102","4,189","3,913","33,627","17,086","16,540","11,988","5,648","6,339","1,066",513,553,"1,321",925,396,40,17,23,2,1,1,143,89,54,-,-,-,TIGANIA WEST,TIGANIA WEST,TIGANIA WEST,TIGANIA WEST,Male,Female,"112,439","55,657","56,780","6,936","3,550","3,386","70,020","34,082","35,937","19,527","9,603","9,923","4,806","2,387","2,419","1,903","1,186",717,32,14,18,-,-,-,"8,583","4,454","4,129",259,160,-,122,91,-
81,MERU NATIONAL PARK,44,21,23,MERU NATIONAL PARK,MERU NATIONAL PARK,MERU NATIONAL PARK,Total,Male,Female,MERU NATIONAL PARK,Male,Female,44,21,23,11,6,5,22,11,11,4,2,2,4,2,2,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,MERU NATIONAL PARK,MERU NATIONAL PARK,MERU NATIONAL PARK,MERU NATIONAL PARK,Male,Female,279,210,69,3,2,1,60,39,21,143,116,27,55,42,13,6,4,2,-,-,-,-,-,-,12,7,5,-,-,3,-,-,-
