currently_attending_title,currently_attending_County_Sub_County,currently_attending_Total_astrsk,currently_attending_Pre_Primary,currently_attending_Primary,currently_attending_Secondary,currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,currently_attending_University,currently_attending_Adult_Basic_Education,currently_attending_Madrasa_slash_Duksi,currently_attending_Dont_Know,currently_attending_Not_Stated,highest_edu_title,highest_edu_County_slash_Sub_County,highest_edu_Total_astrsk,highest_edu_Pre_Primary,highest_edu_Primary,highest_edu_Secondary,highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,highest_edu_University,highest_edu_Adult_Basic_Education,highest_edu_Madrasa_slash_Duksi,highest_edu_None,highest_edu_Dont_Know,highest_edu_Not_Stated
LIKUYANI,Female,"34,041","5,604","19,982","7,206",646,453,55,-,95,-,LIKUYANI,Female,"64,725","4,627","34,888","15,128","2,924",973,54,-,"5,797",208,72
LUGARI,LUGARI,"55,233","8,981","32,741","11,540","1,111",686,68,-,106,-,LUGARI,LUGARI,"103,752","5,870","56,474","24,867","5,127","1,822",66,-,"9,246",110,38
LUGARI,Male,"27,808","4,567","16,642","5,603",528,374,31,-,63,-,LUGARI,Male,"50,314","2,928","27,323","11,696","2,398","1,082",31,-,"4,708",98,34
LUGARI,Female,"27,425","4,414","16,099","5,937",583,312,37,-,43,-,LUGARI,Female,"53,438","2,942","29,151","13,171","2,729",740,35,-,"4,538",103,109
MATETE,MATETE,"31,089","5,564","19,073","5,545",511,307,27,1,61,-,MATETE,MATETE,"53,800","2,883","30,657","11,406","2,126",748,29,-,"5,739",67,60
MATETE,Male,"15,709","2,873","9,705","2,650",242,185,13,-,41,-,MATETE,Male,"26,058","1,453","14,671","5,339","1,023",483,15,-,"2,947",36,49
MATETE,Female,"15,380","2,691","9,368","2,895",269,122,14,1,20,-,MATETE,Female,"27,742","1,430","15,986","6,067","1,103",265,14,-,"2,792",138,146
MATUNGU,MATUNGU,"78,781","14,859","49,538","12,550",969,680,46,3,136,-,MATUNGU,MATUNGU,"129,809","7,084","80,236","21,397","3,934","1,626",50,1,"15,197",84,78
MATUNGU,Male,"39,392","7,547","24,684","6,133",478,452,22,3,73,-,MATUNGU,Male,"62,646","3,512","38,051","10,235","1,905","1,049",23,1,"7,708",54,68
MATUNGU,Female,"39,387","7,311","24,853","6,417",491,228,24,-,63,-,MATUNGU,Female,"67,160","3,572","42,183","11,162","2,029",577,27,-,"7,488",140,65
MUMIAS EAST,MUMIAS EAST,"55,214","10,339","33,790","9,192",962,809,38,-,84,-,MUMIAS EAST,MUMIAS EAST,"95,765","5,215","56,620","17,184","4,115","1,878",35,-,"10,513",74,34
MUMIAS EAST,Male,"27,824","5,329","16,957","4,500",459,512,21,-,46,-,MUMIAS EAST,Male,"46,604","2,579","26,985","8,266","2,034","1,189",18,-,"5,425",66,31
MUMIAS EAST,Female,"27,388","5,010","16,831","4,692",503,297,17,-,38,-,MUMIAS EAST,Female,"49,158","2,636","29,632","8,918","2,081",689,17,-,"5,088",140,101
MUMIAS WEST,MUMIAS WEST,"53,145","9,722","32,085","9,552",859,814,48,1,64,-,MUMIAS WEST,MUMIAS WEST,"93,820","6,983","51,837","17,923","4,414","2,336",48,-,"10,038",70,50
MUMIAS WEST,Male,"26,655","5,020","16,010","4,699",382,481,26,1,36,-,MUMIAS WEST,Male,"45,482","3,392","24,741","8,614","2,041","1,366",26,-,"5,182",70,51
MUMIAS WEST,Female,"26,490","4,702","16,075","4,853",477,333,22,-,28,-,MUMIAS WEST,Female,"48,337","3,591","27,095","9,309","2,373",970,22,-,"4,856",452,197
NAVAKHOLO,NAVAKHOLO,"74,680","13,717","46,721","12,104","1,254",694,71,-,119,-,NAVAKHOLO,NAVAKHOLO,"126,072","7,241","75,602","22,521","4,445","1,474",68,-,"14,072",240,90
NAVAKHOLO,Male,"37,482","7,010","23,375","5,898",647,438,41,-,73,-,NAVAKHOLO,Male,"60,632","3,645","35,558","10,599","2,315",968,38,-,"7,179",212,107
NAVAKHOLO,Female,"37,195","6,706","23,345","6,206",607,256,30,-,45,-,NAVAKHOLO,Female,"65,434","3,596","40,040","11,921","2,130",506,30,-,"6,892","1,365",566
VIHIGA,VIHIGA,"257,982","42,486","155,773","49,704","5,490","3,864",253,3,409,-,VIHIGA,VIHIGA,"502,269","32,648","281,893","107,602","24,665","9,590",237,2,"43,701",696,313
VIHIGA,Male,"129,422","21,635","78,677","23,738","2,746","2,250",124,3,249,-,VIHIGA,Male,"243,452","16,404","135,227","50,536","12,067","5,849",124,2,"22,234",669,253
VIHIGA,Female,"128,556","20,850","77,094","25,966","2,743","1,614",129,-,160,-,VIHIGA,Female,"258,808","16,244","146,661","57,065","12,596","3,741",113,-,"21,466",210,73
EMUHAYA,EMUHAYA,"42,853","7,647","26,601","7,332",720,447,34,1,71,-,EMUHAYA,EMUHAYA,"81,673","5,978","47,872","15,435","3,114","1,112",30,-,"7,849",118,45
EMUHAYA,Male,"21,470","3,934","13,363","3,477",363,269,19,1,44,-,EMUHAYA,Male,"39,406","2,938","22,834","7,135","1,575",710,19,-,"4,032",92,28
EMUHAYA,Female,"21,383","3,713","13,238","3,855",357,178,15,-,27,-,EMUHAYA,Female,"42,266","3,040","25,037","8,300","1,539",402,11,-,"3,817",242,101
VIHIGA,VIHIGA,"41,104","6,836","23,817","8,582","1,118",662,29,-,60,-,VIHIGA,VIHIGA,"82,039","3,405","45,263","19,311","4,910","1,843",28,-,"6,936",113,51
VIHIGA,Male,"20,629","3,504","12,060","4,050",579,384,16,-,36,-,VIHIGA,Male,"39,569","1,715","21,552","9,067","2,387","1,114",18,-,"3,552",129,50
VIHIGA,Female,"20,475","3,332","11,757","4,532",539,278,13,-,24,-,VIHIGA,Female,"42,468","1,690","23,710","10,244","2,522",729,10,-,"3,384",324,102
SABATIA,SABATIA,"57,435","8,827","34,581","11,624","1,368",917,22,1,95,-,SABATIA,SABATIA,"113,939","6,183","62,641","26,961","6,265","2,460",23,-,"8,980",148,59
SABATIA,Male,"28,652","4,459","17,366","5,593",656,503,12,1,62,-,SABATIA,Male,"54,898","3,077","29,860","12,737","3,001","1,468",11,-,"4,537",176,43
SABATIA,Female,"28,782","4,367","17,215","6,031",712,414,10,-,33,-,SABATIA,Female,"59,040","3,106","32,781","14,224","3,264",992,12,-,"4,442",242,99
LUANDA,LUANDA,"45,308","8,093","27,327","8,121",883,753,47,-,84,-,LUANDA,LUANDA,"89,866","7,307","49,102","18,675","4,344","1,698",39,-,"8,360",137,57
LUANDA,Male,"22,740","4,113","13,772","3,876",458,453,22,-,46,-,LUANDA,Male,"43,850","3,749","23,652","8,759","2,199","1,033",20,-,"4,244",105,42
LUANDA,Female,"22,568","3,980","13,555","4,245",425,300,25,-,38,-,LUANDA,Female,"46,014","3,558","25,449","9,915","2,145",665,19,-,"4,116",347,191
HAMISI,HAMISI,"71,281","11,083","43,447","14,045","1,400","1,085",121,1,99,-,HAMISI,HAMISI,"134,736","9,775","77,013","27,209","6,029","2,477",117,2,"11,576",180,101
HAMISI,Male,"35,931","5,625","22,116","6,742",690,641,55,1,61,-,HAMISI,Male,"65,717","4,925","37,328","12,829","2,903","1,524",56,2,"5,869",167,90
HAMISI,Female,"35,347","5,458","21,329","7,303",709,444,66,-,38,-,HAMISI,Female,"69,016","4,850","39,683","14,380","3,125",953,61,-,"5,707",-,-
KAKAMEGA FOREST,KAKAMEGA FOREST,1,-,-,-,1,-,-,-,-,-,KAKAMEGA FOREST,KAKAMEGA FOREST,16,-,2,11,3,-,-,-,-,-,-
KAKAMEGA FOREST,Male,-,-,-,-,0,-,-,-,-,-,KAKAMEGA FOREST,Male,12,-,1,9,2,-,-,-,-,-,-
KAKAMEGA FOREST,Female,1,-,-,-,1,-,-,-,-,-,KAKAMEGA FOREST,Female,4,-,1,2,1,-,-,-,-,"2,219","2,295"
BUNGOMA,BUNGOMA,"782,677","140,454","461,621","148,766","17,041","12,445",805,11,"1,534",-,BUNGOMA,BUNGOMA,"1,371,156","82,508","735,200","305,720","69,584","28,992",791,3,"143,844","1,246","1,250"
BUNGOMA,Male,"396,144","71,721","234,479","72,938","8,172","7,512",421,6,895,-,BUNGOMA,Male,"670,362","40,789","351,525","149,597","34,340","17,884",412,1,"73,318",973,"1,045"
BUNGOMA,Female,"386,512","68,729","227,130","75,823","8,869","4,933",384,5,639,-,BUNGOMA,Female,"700,766","41,716","383,661","156,117","35,243","11,108",379,2,"70,522",190,177
BUMULA,BUMULA,"102,696","18,704","63,464","17,670","1,704",890,109,-,155,-,BUMULA,BUMULA,"172,337","13,855","99,885","30,745","6,298","2,022",109,1,"19,055",112,113
BUMULA,Male,"51,685","9,493","32,073","8,535",861,562,68,-,93,-,BUMULA,Male,"83,438","6,714","47,198","15,015","3,225","1,325",67,1,"9,668",78,64
BUMULA,Female,"51,010","9,211","31,390","9,135",843,328,41,-,62,-,BUMULA,Female,"88,898","7,141","52,686","15,730","3,073",697,42,-,"9,387",217,431
BUNGOMA CENTRAL,BUNGOMA CENTRAL,"83,204","15,040","48,733","15,838","2,028","1,187",60,1,317,-,BUNGOMA CENTRAL,BUNGOMA CENTRAL,"147,962","8,588","78,954","34,534","7,417","2,387",61,-,"15,373",117,231
BUNGOMA CENTRAL,Male,"41,882","7,638","24,630","7,598",993,814,31,-,178,-,BUNGOMA CENTRAL,Male,"72,091","4,246","37,577","16,730","3,788","1,576",34,-,"7,792",100,200
BUNGOMA CENTRAL,Female,"41,319","7,402","24,101","8,239","1,035",373,29,1,139,-,BUNGOMA CENTRAL,Female,"75,866","4,342","41,375","17,802","3,628",811,27,-,"7,581",188,173
BUNGOMA EAST,BUNGOMA EAST,"54,673","9,994","31,446","11,140","1,166",793,36,1,97,-,BUNGOMA EAST,BUNGOMA EAST,"97,994","5,527","50,871","23,983","5,006","1,988",39,-,"10,219",112,101
BUNGOMA EAST,Male,"27,756","5,105","16,097","5,474",530,468,17,-,65,-,BUNGOMA EAST,Male,"47,819","2,818","24,349","11,624","2,394","1,194",19,-,"5,208",76,72
BUNGOMA EAST,Female,"26,916","4,889","15,349","5,665",636,325,19,1,32,-,BUNGOMA EAST,Female,"50,173","2,709","26,521","12,358","2,612",794,20,-,"5,011",135,67
BUNGOMA NORTH,BUNGOMA NORTH,"58,637","9,582","34,348","12,304","1,381",896,37,1,88,-,BUNGOMA NORTH,BUNGOMA NORTH,"102,879","4,589","55,882","25,177","5,177","2,053",33,-,"9,766",76,37
BUNGOMA NORTH,Male,"29,768","4,938","17,558","6,019",640,547,15,-,51,-,BUNGOMA NORTH,Male,"49,950","2,377","26,733","11,814","2,583","1,301",15,-,"5,014",59,30
BUNGOMA NORTH,Female,"28,868","4,644","16,790","6,284",741,349,22,1,37,-,BUNGOMA NORTH,Female,"52,928","2,212","29,149","13,362","2,594",752,18,-,"4,752",481,457
BUNGOMA SOUTH,BUNGOMA SOUTH,"127,072","22,623","69,457","25,799","4,099","4,619",231,4,240,-,BUNGOMA SOUTH,BUNGOMA SOUTH,"232,497","11,869","109,857","57,675","18,310","10,400",223,1,"23,224",279,242
BUNGOMA SOUTH,Male,"63,234","11,509","34,568","12,311","1,921","2,659",123,3,140,-,BUNGOMA SOUTH,Male,"113,113","5,760","52,481","27,800","8,499","6,140",120,-,"11,792",202,215
BUNGOMA SOUTH,Female,"63,836","11,114","34,887","13,488","2,178","1,960",108,1,100,-,BUNGOMA SOUTH,Female,"119,380","6,109","57,373","29,874","9,811","4,260",103,1,"11,432",144,323
CHEPTAIS,CHEPTAIS,"64,726","13,309","39,912","10,080",710,476,85,-,154,-,CHEPTAIS,CHEPTAIS,"107,151","7,582","62,471","18,914","2,968",999,84,-,"13,666",75,176
CHEPTAIS,Male,"33,517","6,903","20,560","5,238",340,335,43,-,98,-,CHEPTAIS,Male,"53,943","3,740","30,264","10,259","1,628",697,43,-,"7,061",69,147
CHEPTAIS,Female,"31,205","6,404","19,350","4,842",370,141,42,-,56,-,CHEPTAIS,Female,"53,203","3,841","32,205","8,655","1,340",302,41,-,"6,603",337,172
KIMILILI,KIMILILI,"74,973","12,656","44,550","14,913","1,624",973,78,2,177,-,KIMILILI,KIMILILI,"131,584","8,615","69,512","30,479","6,584","2,781",73,1,"13,030",179,85
KIMILILI,Male,"37,873","6,404","22,614","7,337",795,589,37,1,96,-,KIMILILI,Male,"63,964","4,235","33,311","14,624","3,224","1,693",33,-,"6,580",158,87
KIMILILI,Female,"37,097","6,252","21,933","7,576",829,384,41,1,81,-,KIMILILI,Female,"67,617","4,378","36,200","15,855","3,360","1,088",40,1,"6,450",31,33
MT. ELGON,MT. ELGON,"38,081","6,680","22,573","7,602",619,551,31,-,25,-,MT. ELGON,MT. ELGON,"64,470","3,103","36,824","13,740","2,791","1,142",28,-,"6,778",17,17
MT. ELGON,Male,"19,547","3,398","11,628","3,874",273,340,17,-,17,-,MT. ELGON,Male,"32,347","1,562","17,825","7,314","1,417",733,14,-,"3,448",14,16
MT. ELGON,Female,"18,532","3,281","10,944","3,728",346,211,14,-,8,-,MT. ELGON,Female,"32,120","1,541","18,997","6,426","1,374",409,14,-,"3,329",152,238
BUNGOMA WEST,BUNGOMA WEST,"56,958","10,704","34,973","9,559","1,047",482,86,-,107,-,BUNGOMA WEST,BUNGOMA WEST,"98,358","5,592","56,048","19,893","4,051","1,190",91,-,"11,103",83,123
BUNGOMA WEST,Male,"28,777","5,456","17,727","4,660",525,310,41,-,58,-,BUNGOMA WEST,Male,"48,203","2,798","26,621","9,953","2,135",797,42,-,"5,651",69,115
BUNGOMA WEST,Female,"28,180","5,248","17,246","4,898",522,172,45,-,49,-,BUNGOMA WEST,Female,"50,154","2,794","29,426","9,940","1,916",393,49,-,"5,452",160,49
TONGAREN,TONGAREN,"47,790","7,816","28,341","10,000",969,577,22,1,64,-,TONGAREN,TONGAREN,"83,916","4,496","45,665","20,040","4,110","1,397",20,-,"7,979",80,27
TONGAREN,Male,"24,466","4,002","14,623","4,979",486,333,10,1,32,-,TONGAREN,Male,"40,937","2,309","21,956","9,488","2,094",894,7,-,"4,082",80,22
TONGAREN,Female,"23,323","3,814","13,718","5,020",483,244,12,-,32,-,TONGAREN,Female,"42,978","2,187","23,709","10,551","2,016",503,13,-,"3,897",181,173
WEBUYE WEST,WEBUYE WEST,"72,319","13,004","42,802","13,687","1,693",994,28,1,110,-,WEBUYE WEST,WEBUYE WEST,"129,406","8,622","67,389","30,237","6,851","2,623",28,-,"13,302",114,97
WEBUYE WEST,Male,"36,806","6,694","21,855","6,813",807,551,18,1,67,-,WEBUYE WEST,Male,"63,162","4,202","32,230","14,796","3,340","1,529",17,-,"6,837",67,76
WEBUYE WEST,Female,"35,511","6,309","20,946","6,874",886,443,10,-,43,-,WEBUYE WEST,Female,"66,242","4,420","35,158","15,441","3,511","1,094",11,-,"6,464",3,2
MT. ELGON FOREST,MT. ELGON FOREST,"1,548",342,"1,022",174,1,7,2,-,-,-,MT. ELGON FOREST,MT. ELGON FOREST,"2,602",70,"1,842",303,21,10,2,-,349,2,1
MT. ELGON FOREST,Male,833,181,546,100,1,4,1,-,-,-,MT. ELGON FOREST,Male,"1,395",28,980,180,13,5,1,-,185,1,1
MT. ELGON FOREST,Female,715,161,476,74,0,3,1,-,-,-,MT. ELGON FOREST,Female,"1,207",42,862,123,8,5,1,-,164,"1,069",702
BUSIA,BUSIA,"405,072","75,339","243,572","73,272","7,042","4,807",436,9,595,-,BUSIA,BUSIA,"712,283","49,016","406,074","136,243","29,375","12,155",416,3,"77,230",580,402
BUSIA,Male,"202,993","38,083","121,425","36,562","3,470","2,846",245,6,356,-,BUSIA,Male,"346,688","23,629","191,628","69,006","14,690","7,582",237,2,"38,932",489,300
BUSIA,Female,"202,061","37,252","122,134","36,710","3,571","1,961",191,3,239,-,BUSIA,Female,"365,573","25,385","214,432","67,235","14,685","4,573",179,1,"38,294",144,78
BUNYALA,BUNYALA,"38,459","7,696","23,270","6,275",639,464,33,1,81,-,BUNYALA,BUNYALA,"69,899","4,572","41,287","12,586","2,443",901,24,-,"7,864",78,57
BUNYALA,Male,"19,533","3,860","11,720","3,246",343,292,14,1,57,-,BUNYALA,Male,"34,803","2,181","19,524","6,986","1,394",629,11,-,"3,943",66,21
BUNYALA,Female,"18,926","3,836","11,550","3,029",296,172,19,-,24,-,BUNYALA,Female,"35,095","2,391","21,762","5,600","1,049",272,13,-,"3,921",146,140
BUSIA,BUSIA,"60,486","10,959","35,975","11,189","1,298",916,44,1,104,-,BUSIA,BUSIA,"111,961","6,334","62,052","23,707","5,744","2,588",40,-,"11,210",70,76
BUSIA,Male,"30,010","5,495","17,879","5,426",612,513,18,1,66,-,BUSIA,Male,"54,529","3,090","29,443","11,869","2,780","1,578",16,-,"5,607",76,64
BUSIA,Female,"30,475","5,464","18,095","5,763",686,403,26,-,38,-,BUSIA,Female,"57,431","3,243","32,609","11,838","2,964","1,010",24,-,"5,603",186,89
BUTULA,BUTULA,"65,364","11,409","40,825","11,417",896,626,108,1,82,-,BUTULA,BUTULA,"108,839","10,179","63,124","18,253","3,510","1,557",105,1,"11,835",101,49
BUTULA,Male,"32,668","5,807","20,323","5,601",427,398,67,-,45,-,BUTULA,Male,"51,941","4,793","29,408","8,791","1,728","1,009",65,1,"5,996",85,40
BUTULA,Female,"32,695","5,602","20,502","5,816",468,228,41,1,37,-,BUTULA,Female,"56,896","5,386","33,715","9,461","1,782",548,40,-,"5,839",127,114
NAMBALE,NAMBALE,"52,698","8,669","32,505","9,750",953,683,37,1,100,-,NAMBALE,NAMBALE,"89,790","5,512","53,030","16,681","3,588","1,681",41,1,"9,015",76,64
NAMBALE,Male,"26,187","4,319","16,260","4,680",449,398,20,1,60,-,NAMBALE,Male,"43,172","2,769","25,010","8,036","1,697","1,024",24,1,"4,471",51,50
NAMBALE,Female,"26,509","4,350","16,243","5,070",504,285,17,-,40,-,NAMBALE,Female,"46,615","2,743","28,017","8,645","1,891",657,17,-,"4,544",136,50
SAMIA,SAMIA,"48,054","8,939","29,061","8,719",720,487,67,2,59,-,SAMIA,SAMIA,"85,399","6,343","49,234","15,856","3,256","1,279",61,-,"9,184",76,24
SAMIA,Male,"24,303","4,501","14,522","4,519",388,293,44,2,34,-,SAMIA,Male,"41,813","2,991","23,147","8,349","1,741",849,41,-,"4,595",60,26
SAMIA,Female,"23,739","4,435","14,530","4,200",332,194,23,-,25,-,SAMIA,Female,"43,574","3,351","26,079","7,507","1,515",430,20,-,"4,586",184,70
TESO NORTH,TESO NORTH,"63,423","12,242","37,069","12,126","1,152",711,54,2,67,-,TESO NORTH,TESO NORTH,"113,783","6,640","63,085","24,552","5,030","1,748",52,1,"12,421",102,40
TESO NORTH,Male,"31,916","6,227","18,509","6,087",583,440,28,1,41,-,TESO NORTH,Male,"55,450","3,230","29,675","12,526","2,471","1,073",26,-,"6,307",82,30
TESO NORTH,Female,"31,506","6,014","18,560","6,039",569,271,26,1,26,-,TESO NORTH,Female,"58,332","3,410","33,410","12,026","2,559",675,26,1,"6,113",146,161
TESO SOUTH,TESO SOUTH,"76,588","15,425","44,867","13,796","1,384",920,93,1,102,-,TESO SOUTH,TESO SOUTH,"132,612","9,436","74,262","24,608","5,804","2,401",93,-,"15,701",77,92
TESO SOUTH,Male,"38,376","7,874","22,212","7,003",668,512,54,-,53,-,TESO SOUTH,Male,"64,980","4,575","35,421","12,449","2,879","1,420",54,-,"8,013",69,69
TESO SOUTH,Female,"38,211","7,551","22,654","6,793",716,408,39,1,49,-,TESO SOUTH,Female,"67,630","4,861","38,840","12,158","2,925",981,39,-,"7,688","1,880","1,360"
SIAYA,SIAYA,"441,450","85,951","261,013","77,243","8,682","7,546",235,12,768,-,SIAYA,SIAYA,"824,640","45,208","484,845","157,416","31,637","14,819",218,6,"87,251","1,035",725
SIAYA,Male,"223,195","43,855","131,985","38,147","3,974","4,665",124,9,436,-,SIAYA,Male,"399,523","22,184","227,211","77,742","16,374","9,655",120,2,"44,475",845,635
SIAYA,Female,"218,250","42,094","129,027","39,096","4,707","2,881",111,3,331,-,SIAYA,Female,"425,101","23,024","257,624","79,672","15,261","5,164",98,4,"42,774",532,256
SIAYA SUBCOUNTY,SIAYA SUBCOUNTY,"97,831","19,091","58,313","16,472","2,121","1,632",41,1,160,-,SIAYA SUBCOUNTY,SIAYA,"183,103","10,053","108,404","33,606","7,362","3,516",41,-,"19,333",299,134
SIAYA SUBCOUNTY,Male,"49,139","9,773","29,239","8,114",914,986,22,1,90,-,SIAYA SUBCOUNTY,Male,"88,402","4,946","50,788","16,427","3,659","2,246",22,-,"9,881",233,122
SIAYA SUBCOUNTY,Female,"48,691","9,318","29,074","8,358","1,207",646,19,-,69,-,SIAYA SUBCOUNTY,Female,"94,697","5,107","57,614","17,177","3,703","1,270",19,-,"9,452",246,171
GEM,GEM,"79,914","15,320","48,491","13,551","1,378","1,054",20,-,100,-,GEM,GEM,"150,388","7,601","92,190","27,017","5,247","2,381",17,2,"15,516",134,103
GEM,Male,"40,606","7,881","24,778","6,616",616,647,8,-,60,-,GEM,Male,"73,231","3,852","43,648","13,221","2,713","1,576",7,-,"7,977",112,68
GEM,Female,"39,306","7,437","23,713","6,935",762,407,12,-,40,-,GEM,Female,"77,154","3,749","48,541","13,796","2,534",805,10,2,"7,537",160,107
UGENYA,UGENYA,"60,785","11,524","36,457","11,099",814,760,36,1,94,-,UGENYA,UGENYA,"108,513","5,921","66,949","19,045","3,057","1,520",36,-,"11,718",87,56
UGENYA,Male,"31,007","5,946","18,592","5,535",374,485,19,-,56,-,UGENYA,Male,"52,294","2,936","31,239","9,310","1,591","1,003",23,-,"6,049",73,51
UGENYA,Female,"29,777","5,578","17,865","5,564",439,275,17,1,38,-,UGENYA,Female,"56,215","2,985","35,708","9,735","1,464",517,13,-,"5,669",238,99
UGUNJA,UGUNJA,"46,310","8,790","27,498","8,573",763,592,29,2,63,-,UGUNJA,UGUNJA,"86,090","4,483","50,731","16,703","3,266","1,551",24,-,"8,995",127,51
UGUNJA,Male,"23,305","4,399","13,855","4,291",366,349,14,1,30,-,UGUNJA,Male,"41,391","2,188","23,595","8,273","1,656",994,12,-,"4,495",111,48
UGUNJA,Female,"23,005","4,391","13,643","4,282",397,243,15,1,33,-,UGUNJA,Female,"44,699","2,295","27,136","8,430","1,610",557,12,-,"4,500",431,398
BONDO,BONDO,"86,934","17,485","49,755","14,647","2,188","2,595",57,3,204,-,BONDO,BONDO,"167,724","9,211","93,517","34,959","7,657","3,814",50,4,"17,683",242,205
BONDO,Male,"43,785","8,881","24,920","7,154","1,035","1,639",32,3,121,-,BONDO,Male,"81,899","4,453","43,980","17,517","4,017","2,468",27,2,"8,988",189,193
BONDO,Female,"43,148","8,604","24,834","7,493","1,153",956,25,-,83,-,BONDO,Female,"85,822","4,758","49,534","17,442","3,640","1,346",23,2,"8,695",273,329
RARIEDA,RARIEDA,"69,676","13,741","40,499","12,901","1,418",913,52,5,147,-,RARIEDA,RARIEDA,"128,822","7,939","73,054","26,086","5,048","2,037",50,-,"14,006",146,176
RARIEDA,Male,"35,353","6,975","20,601","6,437",669,559,29,4,79,-,RARIEDA,Male,"62,306","3,809","33,961","12,994","2,738","1,368",29,-,"7,085",127,153
RARIEDA,Female,"34,323","6,766","19,898","6,464",749,354,23,1,68,-,RARIEDA,Female,"66,514","4,130","39,091","13,092","2,310",669,21,-,"6,921","1,800","1,231"
KISUMU,KISUMU,"504,812","95,270","277,804","96,895","16,444","17,317",349,10,723,-,KISUMU,KISUMU,"978,105","53,362","481,724","236,991","69,207","36,298",332,2,"97,158","1,007",644
KISUMU,Male,"253,600","48,333","139,309","47,712","7,820","9,852",184,7,383,-,KISUMU,Male,"478,889","26,015","227,318","118,712","34,237","21,556",179,-,"49,221",793,587
KISUMU,Female,"251,209","46,937","138,492","49,183","8,624","7,465",165,3,340,-,KISUMU,Female,"499,198","27,347","254,395","118,274","34,970","14,740",153,2,"47,937",318,216
KISUMU EAST,KISUMU EAST,"89,998","17,974","47,373","17,091","4,141","3,272",50,3,94,-,KISUMU EAST,KISUMU EAST,"189,994","8,603","84,724","51,866","17,508","8,403",46,1,"18,309",184,102
KISUMU EAST,Male,"44,568","9,113","23,348","8,180","2,030","1,824",24,3,46,-,KISUMU EAST,Male,"93,726","4,166","40,239","26,179","8,609","4,944",25,-,"9,278",134,114
KISUMU EAST,Female,"45,429","8,861","24,024","8,911","2,111","1,448",26,-,48,-,KISUMU EAST,Female,"96,264","4,437","44,483","25,685","8,899","3,459",21,1,"9,031",461,194
KISUMU CENTRAL,KISUMU CENTRAL,"68,344","11,653","32,392","14,772","4,683","4,663",30,2,149,-,KISUMU CENTRAL,KISUMU CENTRAL,"151,206","4,397","54,494","46,601","20,162","13,117",15,1,"11,764",248,98
KISUMU CENTRAL,Male,"32,743","5,759","15,639","6,782","2,072","2,398",15,-,78,-,KISUMU CENTRAL,Male,"72,527","2,148","25,141","22,651","9,196","7,228",8,-,"5,809",213,96
KISUMU CENTRAL,Female,"35,601","5,894","16,753","7,990","2,611","2,265",15,2,71,-,KISUMU CENTRAL,Female,"78,675","2,249","29,352","23,948","10,966","5,888",7,1,"5,955",252,270
KISUMU WEST,KISUMU WEST,"75,229","13,371","40,444","13,930","2,316","5,027",60,2,79,-,KISUMU WEST,KISUMU WEST,"145,629","7,983","72,200","36,548","9,583","5,048",57,-,"13,688",157,147
KISUMU WEST,Male,"38,152","6,837","20,242","6,930","1,101","2,962",31,2,47,-,KISUMU WEST,Male,"72,142","3,929","34,364","18,616","4,863","3,038",27,-,"7,001",95,123
KISUMU WEST,Female,"37,077","6,534","20,202","7,000","1,215","2,065",29,-,32,-,KISUMU WEST,Female,"73,484","4,054","37,833","17,932","4,720","2,010",30,-,"6,687",139,75
SEME,SEME,"56,390","10,567","33,461","10,618",915,734,54,-,41,-,SEME,SEME,"101,033","6,920","58,179","19,439","3,746","1,648",53,-,"10,834",72,39
SEME,Male,"28,762","5,358","17,088","5,357",437,475,25,-,22,-,SEME,Male,"48,927","3,339","27,242","9,688","1,960","1,092",24,-,"5,471",67,36
SEME,Female,"27,628","5,209","16,373","5,261",478,259,29,-,19,-,SEME,Female,"52,105","3,581","30,937","9,751","1,786",555,29,-,"5,363",222,185
MUHORONI,MUHORONI,"68,825","13,942","40,448","12,052","1,231",998,47,-,107,-,MUHORONI,MUHORONI,"127,218","7,931","71,306","25,605","5,412","2,226",54,-,"14,277",123,95
MUHORONI,Male,"35,108","7,118","20,497","6,176",626,601,29,-,61,-,MUHORONI,Male,"64,017","3,921","34,618","13,441","3,036","1,472",33,-,"7,278",99,90
MUHORONI,Female,"33,716","6,824","19,950","5,876",605,397,18,-,46,-,MUHORONI,Female,"63,200","4,010","36,687","12,164","2,376",754,21,-,"6,999",195,149
NYANDO,NYANDO,"73,976","14,207","42,861","13,863","1,632","1,266",59,2,86,-,NYANDO,NYANDO,"135,494","8,996","73,113","28,896","6,619","2,981",58,-,"14,487",105,79
NYANDO,Male,"37,454","7,322","21,670","6,830",788,766,33,1,44,-,NYANDO,Male,"65,799","4,338","34,334","14,215","3,332","1,908",33,-,"7,455",90,70
NYANDO,Female,"36,521","6,885","21,190","7,033",844,500,26,1,42,-,NYANDO,Female,"69,691","4,658","38,776","14,680","3,287","1,073",25,-,"7,032",213,142
NYAKACH,NYAKACH,"72,050","13,556","40,825","14,569","1,526","1,357",49,1,167,-,NYAKACH,NYAKACH,"127,531","8,532","67,708","28,036","6,177","2,875",49,-,"13,799",118,84
NYAKACH,Male,"36,813","6,826","20,825","7,457",766,826,27,1,85,-,NYAKACH,Male,"61,751","4,174","31,380","13,922","3,241","1,874",29,-,"6,929",95,58
